"","sequencing_sample_id","sample_site_code","rna_plate_number","rna_plate_length","rna_plate_width","rna_sample_plate_position","rna_sample_plate_position_row","rna_sample_plate_position_column","sample_id","timestamp_sample_collected","sample_site_name","sample_city_name","rna_sample_plate_position_ind","sars_cov2_gc_l_mean","raw_ansis_sars_ct_repc_1","raw_ansis_sars_ct_repc_2","raw_ansis_sars_ct_repc_3","analysis_lab_code","analysis_lab_comments","sequencing_lab_code","sequencing_platform","sequencing_run_id","sequencing_run_date","sequencing_library_method","sequencing_library_protocol_version","sequencing_primer_set_version","sequencing_rna_plate_name","sequencing_rna_sample_plate_position","sequencing_lab_comments","data_model_version","grid_reference_east","grid_reference_north","grab_compo_ind","longitude","latitude","delta.mu","delta.se","delta.n","omicron.mu","omicron.se","omicron.n"
"380","5_seqloc_B9_2134514_B9_2110533_03","UKENAN_AW_TP000023",2134514,12,8,"B9","B",9,"2110533-03","10122021:0950","BOSTON STW",NA,"SAMPLE",9611.2,35.481,36.905,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,535699,340996,"Grab",0.0182646206194532,52.9491928329487,0.999931441107912,3.46452328159238e-05,12,0.000266448251844327,0.000185898100023044,10
"381","5_seqloc_C1_2134514_C1_2108759_50","UKENAN_AW_TP000041",2134514,12,8,"C1","C",1,"2108759-50","10122021:1030","BUCKINGHAM  STW",NA,"SAMPLE",35084,34.059,34.167,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,471702,234161,"Grab",-0.956948691803139,52.0012690394705,0.999957359713457,8.46730346286866e-05,12,0.000181761221843849,0.000117348052122712,10
"382","5_seqloc_C10_2134514_C10_2108764_50","UKENAN_AW_TP000286",2134514,12,8,"C10","C",10,"2108764-50","09122021:0915","DAVENTRY   STW",NA,"SAMPLE",143112,32.029,32.034,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,461877,264787,"Grab",-1.09448123425968,52.2777571571059,0.877258224464278,0.0232196391727723,12,0.132468617215304,0.0098684525785841,10
"383","5_seqloc_C11_2134514_C11_2110568_02","UKENAN_AW_TP000037",2134514,12,8,"C11","C",11,"2110568-02","10122021:1010","WELLINGBOROUGH   STW",NA,"SAMPLE",55840,33.163,33.741,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,493847,268578,"Grab",-0.624959185856602,52.3073084255838,0.913396024862597,0.0182076754458395,12,0.0996418520095452,0.0295487153505963,10
"384","5_seqloc_C2_2134514_C2_2110601_03","UKENAN_AW_TP000051",2134514,12,8,"C2","C",2,"2110601-03","10122021:0930","CHALTON STW",NA,"SAMPLE",133602.4,31.894,32.419,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,502806,226864,"Grab",-0.506189389020668,51.9308046902526,0.832444589812096,0.0335882798269502,12,0.162094399037105,0.016319563376688,10
"385","5_seqloc_C3_2134514_C3_2110703_03","UKENAN_AW_TP000069",2134514,12,8,"C3","C",3,"2110703-03","10122021:1000","MILTON KEYNES   STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,488411,240500,"Grab",-0.711977913833245,52.0558406759871,0.999883727690251,0.00181818181818182,11,0.000151942695897547,0.000490196078431373,10
"386","5_seqloc_C4_2134514_C4_2108763_50","UKENAN_AW_TP000067",2134514,12,8,"C4","C",4,"2108763-50","09122021:0752","CORBY STW",NA,"SAMPLE",102136.8,32.559,32.502,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,490525,289058,"Grab",-0.668138402901747,52.4919326592508,0.999961137547175,3.63254571983463e-05,12,0.000101017364701918,5.51085470620109e-05,10
"387","5_seqloc_C5_2134514_C5_2108790_50","UKENAN_AW_TP000107",2134514,12,8,"C5","C",5,"2108790-50","09122021:0952","NORTHAMPTON   STW",NA,"SAMPLE",52740,33.154,33.976,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,481616,261993,"Grab",-0.805898646385173,52.2500718609721,0.675224066272725,0.0570475157688551,12,0.545973207488175,0.0597666342600944,10
"388","5_seqloc_C6_2134514_C6_2110563_04","UKENAN_AW_TP000248",2134514,12,8,"C6","C",6,"2110563-04","10122021:0920","STAMFORD STW",NA,"SAMPLE",38632,34.154,33.805,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,507099,306497,"Grab",-0.418494552358351,52.6456483889926,0.914548473623707,0.0317657198312465,12,0.0736494347892181,0.0169350446158994,10
"389","5_seqloc_C7_2134514_C7_2110544_06","UKENAN_AW_TP000139",2134514,12,8,"C7","C",7,"2110544-06","09122021:1105","HUNTINGDON STW",NA,"SAMPLE",61343.2,33.329,33.242,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,526112,271009,"Grab",-0.151048048361686,52.3226984496403,0.929932926413753,0.0334303794927179,12,0.152364172649245,0.00556686465082778,10
"390","5_seqloc_C8_2134514_C8_2108802_50","UKENAN_AW_TP000037",2134514,12,8,"C8","C",8,"2108802-50","09122021:1012","WELLINGBOROUGH   STW",NA,"SAMPLE",49109.6,33.449,33.8,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,493847,268578,"Grab",-0.624959185856602,52.3073084255838,0.994005449591281,0.00569539501327396,12,0.00240627891230301,0.00169878888546796,10
"391","5_seqloc_C9_2134514_C9_2108783_50","UKENAN_AW_TP000177",2134514,12,8,"C9","C",9,"2108783-50","09122021:0814","MARKET HARBOROUGH STW",NA,"SAMPLE",7601.6,36.062,36.771,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,475882,288865,"Grab",-0.88380189135832,52.4924282218497,0.97777720153511,0.0151882722564271,12,4.28873046447517e-05,2.44081034903588e-05,10
"392","5_seqloc_D1_2134514_D1_2108806_50","UKENAN_AW_TP000060",2134514,12,8,"D1","D",1,"2108806-50","10122021:0830","CLIFTON STW",NA,"SAMPLE",20246.4,35.015,34.841,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,517700,240244,"Unspecified",-0.285080317794508,52.0480998381035,0.999664373216983,0.000957854406130239,12,0.0113080722544501,0.0313690336749043,10
"393","5_seqloc_D10_2134514_D10_2110559_02","UKENAN_AW_TP000224",2134514,12,8,"D10","D",10,"2110559-02","10122021:0930","SAFFRON WALDEN STW",NA,"SAMPLE",938.4,38.444,-4,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,553342,238614,"Grab",0.233552847029324,52.0247514822137,0.798351486605829,0.131366321740562,10,0,0,9
"394","5_seqloc_D11_2134514_D11_2110553_03","UKENAN_AW_TP000176",2134514,12,8,"D11","D",11,"2110553-03","10122021:0933","MARCH STW",NA,"SAMPLE",10132.44961,35.10419539,38.12832544,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,544149,299201,"Grab",0.125575606385037,52.5715351577829,0.999953111079852,0.000125899292749631,12,0,0,10
"395","5_seqloc_D2_2134514_D2_2110535_20","UKENAN_AW_TP000028",2134514,12,8,"D2","D",2,"2110535-20","10122021:1050","BRACKLEY   STW",NA,"SAMPLE",11857.6,35.948,35.517,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,460045,236099,"Grab",-1.12639024084289,52.0200716365554,0.973125815650829,0.0233408476697558,12,0.0551355702230286,0.0159139343906391,10
"396","5_seqloc_D3_2134514_D3_2110549_05","UKENAN_AW_TP000160",2134514,12,8,"D3","D",3,"2110549-05","10122021:0805","LETCHWORTH STW",NA,"SAMPLE",33891.2,33.884,34.508,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,520724,234620,"Grab",-0.242987409984982,51.9969104782476,0.986902962175755,0.00644573475617347,12,0.000112465919032133,8.9603678793595e-05,10
"397","5_seqloc_D4_2134514_D4_2110554_02","UKENAN_AW_TP000177",2134514,12,8,"D4","D",4,"2110554-02","10122021:0822","MARKET HARBOROUGH STW",NA,"SAMPLE",1558.4,37.694,-4,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,475882,288865,"Grab",-0.88380189135832,52.4924282218497,1,0,12,0,0,10
"398","5_seqloc_D5_2134514_D5_2110532_05","UKENAN_AW_TP000016",2134514,12,8,"D5","D",5,"2110532-05","10122021:0850","BEDFORD STW",NA,"SAMPLE",9439.2,36.902,35.519,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,508487,249332,"Grab",-0.416480122942762,52.1316526571318,0.895514233501008,0.0522220637692807,12,0.362621781227273,0.0709309435408418,10
"399","5_seqloc_D6_2134514_D6_2110556_02","UKENAN_AW_TP000107",2134514,12,8,"D6","D",6,"2110556-02","10122021:0947","NORTHAMPTON   STW",NA,"SAMPLE",65817.6,33.166,33.196,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,481616,261993,"Grab",-0.805898646385173,52.2500718609721,0.978806087126902,0.00676872684553962,12,0.000165188012486809,0.000322406984262414,10
"400","5_seqloc_D7_2134514_D7_2110600_02","UKENAN_AW_TP000047",2134514,12,8,"D7","D",7,"2110600-02","10122021:0820","BURY ST. EDMUNDS   STW",NA,"SAMPLE",7842.630997,36.05943198,36.65803597,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,584305,267802,"Grab",0.700167092958755,52.2774623114148,0.999935893326495,0.000254841997961256,12,0,0,10
"401","5_seqloc_D8_2134514_D8_2110560_02","UKENAN_AW_TP000237",2134514,12,8,"D8","D",8,"2110560-02","10122021:0745","SOHAM STW",NA,"SAMPLE",318426.4,30.922,30.778,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,558102,274464,"Grab",0.319573303109778,52.3454603539317,0.99976470703575,0.000859445281529376,12,0.000139173485616638,0.000113888251670604,10
"402","5_seqloc_D9_2134514_D9_2110564_04","UKENAN_AW_TP000253",2134514,12,8,"D9","D",9,"2110564-04","10122021:1035","STOWMARKET STW",NA,"SAMPLE",22976.8,34.406,35.167,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,605741,258373,"Grab",1.00820325622772,52.1852125954527,0.922397497118393,0.0219889092488025,12,0.0689152830675395,0.011343988045713,10
"403","5_seqloc_E1_2134514_E1_2110565_05","UKENAN_AW_TP000254",2134514,12,8,"E1","E",1,"2110565-05","10122021:1125","SUDBURY STW",NA,"SAMPLE",11228.8,35.652,35.959,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,586240,241118,"Grab",0.713874165952886,52.0371802487598,1,0,12,0,0,10
"404","5_seqloc_E10_2134514_E10_2110609_03","UKENAN_AW_TP000078",2134514,12,8,"E10","E",10,"2110609-03","10122021:0849","DISS STW",NA,"SAMPLE",4514.4,37.557,36.824,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,612081,279287,"Grab",1.1139429027495,52.3705592460286,1,0,12,0.000192969881661847,0.000763358778625954,10
"405","5_seqloc_E11_2134514_E11_2110570_02","UKENAN_AW_TP000296",2134514,12,8,"E11","E",11,"2110570-02","10122021:1004","WITHAM STW",NA,"SAMPLE",17048,35.208,35.152,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,582625,214013,"Grab",0.64686947603071,51.7949470335607,0.999968052138909,0.000148481923115731,12,3.4958016759267e-05,3.58037952022914e-05,10
"406","5_seqloc_E2_2134514_E2_2110536_02","UKENAN_AW_TP000029",2134514,12,8,"E2","E",2,"2110536-02","10122021:1044","BRAINTREE STW",NA,"SAMPLE",10737.6,35.657,36.105,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,576577,222052,"Grab",0.563360983932218,51.8690934813823,0.977689302089179,0.0197575948601375,12,7.67700117103977e-05,4.17757544477412e-05,10
"407","5_seqloc_E3_2134514_E3_2110578_03","UKENAN_AW_TP000191",2134514,12,8,"E3","E",3,"2110578-03","10122021:1015","NEEDHAM MARKET STW",NA,"SAMPLE",7497.791023,37.57835332,35.74625126,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,609463,254882,"Grab",1.06041308505091,52.1524721480188,0.927617328519856,0.0600620905361895,12,0,0,10
"408","5_seqloc_E4_2134514_E4_2108724_37","UKENAN_AW_TP000063",2134514,12,8,"E4","E",4,"2108724-37","10122021:0835","COLCHESTER STW",NA,"SAMPLE",19384,35.518,34.601,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,602226,223615,"Grab",0.93633074070609,51.8744280379238,0.855086417433778,0.0336342411304038,12,0.125232621092692,0.0100515867075477,10
"409","5_seqloc_E5_2134514_E5_2110539_03","UKENAN_AW_TP000096",2134514,12,8,"E5","E",5,"2110539-03","10122021:0945","FELIXSTOWE STW",NA,"SAMPLE",96564.8,32.775,32.468,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,628955,233284,"Grab",1.33037791794963,51.9508925697152,0.971812616040877,0.0120452737471411,12,4.52774922245236e-05,3.01477238468496e-05,10
"410","5_seqloc_E6_2134514_E6_2110561_01","UKENAN_AW_TP000307",2134514,12,8,"E6","E",6,"2110561-01","10122021:0759","SOUTHEND SEWAGE WORKS, SOUTHEND ON""",NA,"SAMPLE",1144.492569,38.15090321,1000,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,587999,187601,"Grab",0.71049924284457,51.5559599757506,0.980495288187596,0.0224995935451001,11,0,0,10
"411","5_seqloc_E7_2134514_E7_2108727_41","UKENAN_AW_TP000200",2134514,12,8,"E7","E",7,"2108727-41","10122021:1140","NORWICH STW",NA,"SAMPLE",3701.6,37.314,37.577,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,627841,307418,"Composite",1.36426596140418,52.6167009709608,0.927032457927493,0.0150324771657738,12,0.000807000985815479,0.000643207930350855,10
"412","5_seqloc_E8_2134514_E8_2110547_04","UKENAN_AW_TP000148",2134514,12,8,"E8","E",8,"2110547-04","10122021:0805","JAYWICK STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,614064,214273,"Grab",1.10226352621911,51.7861441457284,0.999860354699064,6.48256190846692e-05,9,0,0,6
"413","5_seqloc_E9_2134514_E9_2109744_09","UKENNE_YW_TP000015",2134514,12,8,"E9","E",9,"2109744-09","10122021:1300","HARROGATE NORTH STW",NA,"SAMPLE",-4,-4,-4,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,430429,458201,"Grab",-1.53707820661654,54.0189230618361,-1,-1,-1,NA,-1,-1
"414","5_seqloc_F1_2134514_F1_2110607_02","UKENAN_AW_TP000286",2134514,12,8,"F1","F",1,"2110607-02","10122021:0912","DAVENTRY   STW",NA,"SAMPLE",16916.8,34.831,35.668,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,461877,264787,"Grab",-1.09448123425968,52.2777571571059,0.999935052282912,0.00019052765713589,12,0.000315193045584167,0.000155942788183688,10
"415","5_seqloc_F10_2134514_F10_2110531_02","UKENAN_AW_TP000303",2134514,12,8,"F10","F",10,"2110531-02","10122021:0823","BASILDON STW",NA,"SAMPLE",4764.8,37.457,36.757,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,573699,190651,"Grab",0.505948778448078,51.5879383316905,0.965602852886742,0.0292203264199643,12,0.260605477078886,0.0272495777753301,10
"416","5_seqloc_F11_2134514_F11_2110567_02","UKENAN_AW_TP000308",2134514,12,8,"F11","F",11,"2110567-02","10122021:0900","TILBURY STW, TILBURY, ESSEX""",NA,"SAMPLE",18385.6,35.614,34.67,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,565353,175767,"Grab",0.378609800205188,51.4567346360121,0.657377390218955,0.0553395677255806,12,0.368504607740765,0.076953238384228,10
"417","5_seqloc_F2_2134514_F2_2110543_02","UKENAN_AW_TP000127",2134514,12,8,"F2","F",2,"2110543-02","10122021:0900","HAVERHILL STW",NA,"SAMPLE",35277.6,34.121,34.087,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,568155,244852,"Grab",0.452315621984821,52.0764953591742,0.999966191468981,2.74481425820881e-05,12,6.64677187474881e-05,0.000158604282315623,10
"418","5_seqloc_F3_2134514_F3_2110555_02","UKENAN_AW_TP000194",2134514,12,8,"F3","F",3,"2110555-02","10122021:0756","NEWMARKET STW",NA,"SAMPLE",1595.696487,37.6591171,1000,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,563383,267160,"Grab",0.393485142746634,52.2783067380365,0.999790312434473,0.000758768227629369,12,0,0,10
"419","5_seqloc_F4_2134514_F4_2110557_06","UKENAN_AW_TP000201",2134514,12,8,"F4","F",4,"2110557-06","10122021:0950","OAKHAM STW",NA,"SAMPLE",57969.6,33.772,33.052,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,487388,308694,"Grab",-0.709155366405318,52.6689226664061,0.942057377131951,0.0255189437275048,12,0.0164000857446605,0.00319097114579755,10
"420","5_seqloc_F5_2134514_F5_2110599_02","UKENAN_AW_TP000050",2134514,12,8,"F5","F",5,"2110599-02","10122021:1040","CAMBRIDGE STW",NA,"SAMPLE",33860.8,34.004,34.344,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,547187,261751,"Grab",0.153916456838984,52.2342838945063,0.880316638757802,0.0379256020334411,12,0.113630434419449,0.0224534018053513,10
"421","5_seqloc_F6_2134514_F6_2110602_02","UKENAN_AW_TP000055",2134514,12,8,"F6","F",6,"2110602-02","10122021:1119","CHELMSFORD   STW",NA,"SAMPLE",33365.6,34.217,34.156,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,573806,206725,"Grab",0.515477659564333,51.7322912450557,0.882163023226045,0.0389704155540889,12,0.0194247376428499,0.00261933143185234,10
"422","5_seqloc_F7_2134514_F7_2110562_02","UKENAN_AW_TP000242",2134514,12,8,"F7","F",7,"2110562-02","10122021:1055","SPALDING STW",NA,"SAMPLE",1035.2,-4,38.299,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,526077,325171,"Grab",-0.130984503392195,52.8093570991606,1,0,11,0.000555909418648062,9.77517106549365e-05,10
"423","5_seqloc_F8_2134514_F8_2110526_02","UKENAN_AW_TP000210",2134514,12,8,"F8","F",8,"2110526-02","10122021:1135","PETERBOROUGH STW",NA,"SAMPLE",4569.890976,37.4560065,36.85941797,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,521980,298342,"Grab",-0.201666379103267,52.5692348723099,0.999749373433584,0.00190476190476186,10,0,0,8
"424","5_seqloc_F9_2134514_F9_2110544_07","UKENAN_AW_TP000139",2134514,12,8,"F9","F",9,"2110544-07","10122021:1104","HUNTINGDON STW",NA,"SAMPLE",106885.6,32.856,32.153,-2,"EA","2134514 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,526112,271009,"Grab",-0.151048048361686,52.3226984496403,0.999094245959761,0.000323871402242208,12,0.000169592969478634,0.000136256586860819,10
"425","5_seqloc_G1_2134713_C1_2108672_31","UKENSO_SW_TP000025",2134713,12,8,"C1","C",1,"2108672-31","12122021:1100","CHATHAM AND GILLINGHAM STW",NA,"SAMPLE",23215.2,34.457,34.932,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,582959,168491,"Grab",0.627994776722045,51.3859696283265,0.848732922192509,0.0479033235768826,12,0.0253148407807951,0.0155413477811642,10
"426","5_seqloc_G10_2134713_C10_2108666_42","UKENSO_SW_TP000026",2134713,12,8,"C10","C",10,"2108666-42","12122021:1020","ASHFORD STW",NA,"SAMPLE",23324.8,34.877,34.486,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,601950,143308,"Grab",0.886353053869061,51.1533836163284,0.989839040457399,0.00623304400590606,12,0.0272027023407544,0.00487326268499858,10
"427","5_seqloc_G2_2134713_C2_2108665_36","UKENSO_SW_TP000028",2134713,12,8,"C2","C",2,"2108665-36","12122021:0830","DOVER/FOLKSTONE   STW",NA,"SAMPLE",8948.970528,35.68714218,36.83827856,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,628575,139968,"Grab",1.26432972731773,51.1133937199538,0.684653118430273,0.0993334359522223,12,0.163317490368582,0.0800313435407914,10
"428","5_seqloc_G3_2134713_C3_2108673_42","UKENSO_SW_TP000032",2134713,12,8,"C3","C",3,"2108673-42","12122021:1300","SITTINGBOURNE STW",NA,"SAMPLE",118200.8,32.374,31.949,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,591077,164857,"Composite",0.742569756812185,51.3506586553396,0.98327898640912,0.00515094175268987,12,0.0299680125113697,0.00542808065630494,10
"429","5_seqloc_G4_2134713_C4_2108667_25","UKENSO_SW_TP000030",2134713,12,8,"C4","C",4,"2108667-25","12122021:0715","MAIDSTONE AND AYLESFORD STW",NA,"SAMPLE",19062.4,34.839,35.142,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,571975,159382,"Composite",0.46590345863412,51.3075722928999,0.868725447402881,0.119418234074636,11,0.000360679119672559,0.000608519269776876,10
"430","5_seqloc_G5_2134713_C5_2108669_25","UKENSO_SW_TP000022",2134713,12,8,"C5","C",5,"2108669-25","12122021:0750","RAMSGATE, SANDWICH, DEAL   STW""",NA,"SAMPLE",28925.6,34.004,34.756,-2,"EA","2134713 Surv,","LIVERPOOL_UNI","NovaSeq Sp","SPaterson_WWater_Plate_5_2134514_2134713","17.12.21","NimaGen",1.01,3.02,NA,NA,NA,3,633188,162889,"Composite",1.3450096172293,51.3172903956692,0.812174427333318,0.0572263514590623,12,0.262277808602452,0.036480111575876,10
